""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"
"Rpl34"	-0.0633254578061129	7.98895298813941	-1.01422844544298	0.322317828706384	0.549537950280673	-5.84143085992647	"NO"
"Ptprz1"	0.117783407964346	3.68174580536593	1.01402192555455	0.322414002040307	0.549615436140139	-5.50340245330699	"NO"
"Mettl17"	-0.0581470735229948	4.45475403573187	-1.01370177563833	0.322563131002491	0.549783156270566	-5.66783826861713	"NO"
"Rps19"	-0.071165020483793	8.71183228684075	-1.01283357316563	0.322967791525212	0.550386288325837	-5.7985755175691	"NO"
"Gimap1"	-0.0862460479918212	5.26080790703092	-1.01267272972129	0.323042798088769	0.550390185498753	-5.81582996437087	"NO"
"Zfp101"	0.0533234224185346	4.83017200204001	1.0121847007897	0.323270456646386	0.550390185498753	-5.74510325610188	"NO"
"Hrsp12"	0.0836361052168675	4.07049381210593	1.01214323147906	0.323289806669384	0.550390185498753	-5.58607734071969	"NO"
"Sh3d21"	0.176763132495914	4.60132101810124	1.01213594053478	0.323293208785665	0.550390185498753	-5.69936925074046	"NO"
"Cpsf4"	-0.0562809863648468	4.38043429457221	-1.01187124057888	0.323416740637152	0.550390185498753	-5.65360966998614	"NO"
"Lrig2"	-0.0472864554081651	4.91355851360242	-1.01167065639524	0.323510372548585	0.550390185498753	-5.76109379085456	"NO"
"Med25"	-0.0396726944653523	6.11715822350947	-1.01166953209197	0.323510897422442	0.550390185498753	-5.89134155216245	"NO"
"Slco2b1"	-0.0754986097738994	4.60112756512188	-1.01148695315013	0.323596141156473	0.550390185498753	-5.70057492538405	"NO"
"Cttnbp2"	0.177947906868053	3.73034010795311	1.01146325501185	0.323607206662235	0.550390185498753	-5.51548557976224	"NO"
"Coq2"	-0.0459823351468271	5.75759669443473	-1.01145424509267	0.323611413784284	0.550390185498753	-5.87224675633315	"NO"
"Tmem44"	0.0843637589209214	6.4514224870509	1.01144422762556	0.323616091419123	0.550390185498753	-5.89526757150736	"NO"
"Hhex"	0.111697282129446	4.15148285965017	1.01137057379527	0.323650485371375	0.550390185498753	-5.60418610764175	"NO"
"Rhbdf1"	-0.060057983740947	6.51871889697691	-1.01135566585371	0.323657447208491	0.550390185498753	-5.89473686484802	"NO"
"Cep120"	0.0528616015468177	5.96315326536112	1.01127182579651	0.323696601503192	0.550390185498753	-5.88527309596238	"NO"
"Tnni3"	-0.201091271280325	5.54134009520733	-1.01116249109134	0.323747667081281	0.550390185498753	-5.85205213201008	"NO"
"Taf1a"	-0.0629582093830416	4.19278309996064	-1.01108719635582	0.323782837320632	0.550390185498753	-5.61353645792275	"NO"
"Rnf169"	0.0467399373078932	5.30363326426466	1.01087760027022	0.323880753928943	0.550392101018627	-5.82367481223037	"NO"
"Vcp"	-0.0345009941181189	8.46545910880823	-1.01086731502815	0.323885559399609	0.550392101018627	-5.81628614411683	"NO"
"Sh3bp1"	-0.0513030200405602	4.91505686019575	-1.01063138180378	0.32399580582204	0.550493108998244	-5.7623588894026	"NO"
"Zfp629"	0.0520965539519196	5.20338378805375	1.00996602086961	0.324306855875038	0.550935212199128	-5.81019063886303	"NO"
"Rbm12"	-0.0754411709630913	4.60656048246227	-1.00984400668156	0.324363919039903	0.550945769367824	-5.70327466096652	"NO"
"Bmp2k"	-0.0481254804828559	5.20624744180426	-1.00916535133065	0.324681438385267	0.551398649671532	-5.81140740378961	"NO"
"Arsb"	-0.0610624409623828	5.05776104523092	-1.00866785030158	0.324914339960141	0.551685468361949	-5.7887726385856	"NO"
"Zfp326"	0.0645286603988886	5.15714401889441	1.00858708537761	0.324952160506318	0.551685468361949	-5.80451248149415	"NO"
"Ppm1a"	0.0392358612655208	6.57912179577662	1.00804159063877	0.325207685042421	0.552003884454284	-5.89727521680051	"NO"
"Tssc4"	-0.0462536008338983	4.67567926094798	-1.00796919910765	0.325241605755067	0.552003884454284	-5.71918910423272	"NO"
"Letmd1"	-0.0411673409523523	4.64481721836217	-1.00754552082662	0.325440179532079	0.552254400192651	-5.71336913058521	"NO"
"Atp6v0c"	-0.0392051470707271	7.73372373735101	-1.00706042132236	0.325667644861686	0.552553857199556	-5.86108730169828	"NO"
"Poldip3"	-0.0316442719284558	6.45940554902928	-1.00673006467782	0.325822614150029	0.552730237093404	-5.89991954277327	"NO"
"Bckdk"	-0.0531437747931234	5.58946931463305	-1.00629944986269	0.326024691578465	0.552986464191087	-5.86271697131836	"NO"
"Tmem94"	-0.0467842266500629	6.51955512193044	-1.00554715964542	0.326377933766323	0.553396873453106	-5.90041775054339	"NO"
"Pwp2"	-0.0787520601340042	4.0927706465071	-1.00551915419282	0.326391089045375	0.553396873453106	-5.59721697386259	"NO"
"Nr3c2"	-0.0801416250839333	4.48777407011331	-1.00536206462385	0.326464887150332	0.553396873453106	-5.68283519876644	"NO"
"Prpf39"	-0.0464856801198898	6.30850044580911	-1.00534914598745	0.326470956632419	0.553396873453106	-5.9015083457	"NO"
"Deptor"	0.0585965930443306	6.30592640993421	1.00511475773272	0.326581091482275	0.553496969530806	-5.9015972036431	"NO"
"Fli1"	0.0696126330298945	4.87981742256966	1.00478950119174	0.326733966684326	0.553605333612891	-5.76147681233545	"NO"
"Rec8"	-0.136864789382163	3.42894340001932	-1.00476131248082	0.326747218131466	0.553605333612891	-5.46201981201141	"NO"
"Wfdc1"	-0.104279586628329	5.14263748864821	-1.0042942572116	0.326966834326724	0.553791208874369	-5.80633441313404	"NO"
"Cpe"	-0.110213944354684	5.60985112239414	-1.0041769937483	0.327021989492032	0.553791208874369	-5.86646700567484	"NO"
"Pag1"	0.0884978646048475	5.94716920915397	1.00399066942148	0.32710964096254	0.553791208874369	-5.8914467324268	"NO"
"H2-DMb1"	-0.100306471144738	5.71379258948376	-1.0039078767213	0.327148593911623	0.553791208874369	-5.87603748195665	"NO"
"Cpsf3"	0.0443408011664594	5.89025989668061	1.003849165813	0.327176218634616	0.553791208874369	-5.88852183502182	"NO"
"Pdcl3"	-0.0483121622929392	5.96837021180593	-1.00382240358304	0.327188811369375	0.553791208874369	-5.89290380595679	"NO"
"Uvssa"	0.0743882817554384	4.9856684419657	1.00371736684397	0.327238238762582	0.553791208874369	-5.78138533746112	"NO"
"Acot11"	0.0704180266682988	4.63186021300456	1.00365876922098	0.327265815452015	0.553791208874369	-5.71438886613505	"NO"
"Prkci"	0.0662436442469838	7.35664599317116	1.00331179489061	0.327429138633232	0.553916301653056	-5.88224199820002	"NO"
"Aqp5"	-0.0670096349284552	8.0592726502633	-1.00316381593096	0.327498810630261	0.553916301653056	-5.84834658268575	"NO"
"Nol12"	-0.0732937237192655	3.79647981569005	-1.00308654885588	0.327535193907381	0.553916301653056	-5.53721027651624	"NO"
"BC005624"	-0.0386786114527871	5.98003497472043	-1.00306735737898	0.327544231166694	0.553916301653056	-5.89423490153299	"NO"
"Dars"	0.0443368140634988	5.88697666000797	1.00290530552861	0.327620548257263	0.553958901430624	-5.88925038247934	"NO"
"Dpm1"	-0.0774252239088504	4.93202682980713	-1.00270780323133	0.327713577233971	0.554029740884705	-5.77298900501969	"NO"
"Itga3"	0.0522931933480351	8.20817287405754	1.00259553279638	0.327766467887111	0.554032711319321	-5.84022365505525	"NO"
"Rusc1"	0.04875435123546	4.79265056363945	1.00220963718409	0.327948308877867	0.554253615144547	-5.74761152859469	"NO"
"Taf3"	0.0599252049448653	4.38653668124214	1.0019963680768	0.328048835310699	0.554265975886471	-5.66438686216377	"NO"
"Pvrl2"	0.0493947403313744	6.2408453582665	1.0019770695071	0.32805793293585	0.554265975886471	-5.90386727679357	"NO"
"Piezo1"	0.0556886036716628	7.41749320642994	1.00119413089321	0.328427169852097	0.554718258482515	-5.88150247812621	"NO"
"Fam105a"	-0.106872548210535	4.47195274481523	-1.00108544188392	0.328478450899312	0.554718258482515	-5.68348820844602	"NO"
"Slc6a9"	-0.0679502702652277	5.34941761261875	-1.00108381232779	0.328479219789923	0.554718258482515	-5.83940790988332	"NO"
"Med17"	0.0465164551791144	5.01376328294271	1.00097048114485	0.328532697111075	0.554722108960339	-5.78888494055279	"NO"
"Zscan26"	0.0457322453727587	6.97315536136888	1.0007687736836	0.328627891347351	0.554796385594975	-5.89822490257958	"NO"
"Rnf11"	0.0423739818851709	7.04777797841971	1.00063490500253	0.32869108021845	0.554816615386651	-5.89648959361139	"NO"
"Igfbp6"	0.102573763297013	8.15544744840964	1.00036212885709	0.328819862569733	0.554947540645336	-5.84547578462601	"NO"
"Trmt2b"	-0.0522956112588311	4.76266975773716	-1.00025340132016	0.328871204522686	0.554947749727971	-5.74375994959887	"NO"
"Ak9"	-0.0856705723071958	3.85740710285914	-0.999936641840206	0.329020812539574	0.554999744603285	-5.55274597585543	"NO"
"Clec2d"	0.0525165326241481	7.20225410387393	0.999876951594851	0.329049010023251	0.554999744603285	-5.89215115677755	"NO"
"Cox5a"	-0.065460744694664	5.56438382983034	-0.999862819682607	0.329055686140425	0.554999744603285	-5.86630720963901	"NO"
"Six5"	0.0853315703386004	4.73409070136067	0.999022948118928	0.329452622866758	0.555582750001762	-5.73925763285809	"NO"
"Coro2a"	-0.134528407353224	4.76205565075733	-0.998648240807806	0.329629823026463	0.55576124923196	-5.74486275670775	"NO"
"H2-Eb1"	-0.083794031498206	8.18015670184942	-0.998377984569351	0.329757669146812	0.55576124923196	-5.84596943876145	"NO"
"Itpka"	-0.0914883816229737	3.59538924356545	-0.998365474504952	0.329763587933468	0.55576124923196	-5.50088417591998	"NO"
"Fam46a"	0.0682640422792637	4.87733436226558	0.9983653582316	0.329763642945295	0.55576124923196	-5.76722813041659	"NO"
"B230219D22Rik"	0.0536164375020851	7.17291525875459	0.99820766582789	0.329838257038836	0.555800546658754	-5.894872403019	"NO"
"Dapk3"	-0.0630050845511105	4.72799050781748	-0.9977997155126	0.330031338238496	0.556039426187856	-5.73928438488064	"NO"
"Secisbp2"	0.0441727493868882	4.73809096856639	0.997309571780915	0.330263425227513	0.556343938485712	-5.74174126334385	"NO"
"Phc2"	0.0433017474972353	6.90376393903698	0.997052509269283	0.330385191764193	0.556462545121255	-5.90329080204513	"NO"
"Gbe1"	0.092022729161771	4.86706865012261	0.996675014690348	0.330564061698243	0.556677278287295	-5.76687661804863	"NO"
"Dse"	0.0559963409484583	4.97150996621596	0.996083009287098	0.330844709844153	0.556998248194711	-5.78632492283089	"NO"
"Ints1"	0.0715434089940121	5.97944294952851	0.996056093649644	0.330857473500799	0.556998248194711	-5.90087063614116	"NO"
"Gtf2h2"	0.0604106754583267	3.91124239723362	0.995715075185658	0.331019217412192	0.557183970896552	-5.56795645808016	"NO"
"Pitpna"	-0.0376125359007151	7.29940284360809	-0.995434820528486	0.331152182391606	0.557321201648501	-5.89246070076194	"NO"
"BC051019"	-0.0848679087501054	4.90618082271072	-0.995210323231589	0.331258720431269	0.557364667499327	-5.77547876593388	"NO"
"Med12"	0.0624087778352962	6.1347012400552	0.995163610729914	0.331280891434764	0.557364667499327	-5.90795706089496	"NO"
"Gnpat"	0.0338995746078155	6.63552028870641	0.994801276814813	0.331452899827576	0.557489646051811	-5.90945395075535	"NO"
"Ankrd12"	-0.103133611817592	5.91943922186346	-0.994790366265594	0.33145808028295	0.557489646051811	-5.89895648421122	"NO"
"Smarcal1"	0.0516166075589837	4.98928590499023	0.994200394954159	0.331738289272626	0.557854705526533	-5.79122981131636	"NO"
"Klc4"	-0.0560023594991765	5.32513625832557	-0.994032355230227	0.33181813044011	0.557854705526533	-5.84294642042046	"NO"
"Spaca6"	0.089936287838281	4.85583723927813	0.994008244813621	0.331829587182142	0.557854705526533	-5.76739008333517	"NO"
"Lars2"	0.328883700168272	8.0324249892014	0.993872109699064	0.331894280762572	0.557876905377362	-5.85829646608069	"NO"
"Commd9"	-0.0543198303914068	4.28718504340556	-0.993759780534046	0.331947667970762	0.557880096550831	-5.65064259857535	"NO"
"Ttc16"	-0.092001763204574	4.76849667331698	-0.993119126945464	0.332252268396607	0.558199229970359	-5.75158644975433	"NO"
