""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"
"E130308A19Rik"	0.0561771550861923	3.83760808726392	0.788124616666915	0.439694440449141	0.619782057016076	-5.74541516399576	"NO"
"Slc44a4"	0.0645340409742152	4.7327564096226	0.787950503242501	0.439794002654285	0.619793340173916	-5.94963496711432	"NO"
"Snx11"	0.0371099007831175	5.25444039286568	0.787911102273563	0.439816534996861	0.619793340173916	-6.04232714454417	"NO"
"Vill"	-0.0702537237749512	4.50583198617307	-0.787716927427134	0.439927588713176	0.619869439938875	-5.90095090909911	"NO"
"Tmem260"	0.0386517596692872	5.1797935981191	0.787468328931955	0.440069793994311	0.619989407643696	-6.03095070842275	"NO"
"Naa20"	-0.0315712293460413	5.41547832258986	-0.786549335890196	0.440595729721002	0.620625076053263	-6.06644724053026	"NO"
"Gm29562"	-0.0919825514094805	6.6798235141982	-0.786480332357966	0.440635235773113	0.620625076053263	-6.15047316332933	"NO"
"Hlf"	-0.243780647575912	5.21846222272368	-0.785957845124765	0.440934442138261	0.620966003089074	-6.03721993548075	"NO"
"Nsd1"	0.046158014768535	7.39670507137967	0.785803754548826	0.441022707196181	0.621009812556571	-6.15092052621589	"NO"
"Osbp"	0.0266870962406811	6.78169318129794	0.78560518746268	0.441136465017519	0.621089502710295	-6.15251293953657	"NO"
"Ackr3"	-0.0784438959479488	5.57220526208548	-0.785106292048913	0.441422358762251	0.621278355570076	-6.08695477420073	"NO"
"Hba-a1"	-0.354039338519454	7.62504428394713	-0.78508860009143	0.441432499293825	0.621278355570076	-6.14571457916203	"NO"
"Rgs19"	-0.0453331275519648	4.31876509760353	-0.784962909529222	0.441504545711744	0.621278355570076	-5.85983912523398	"NO"
"Cfdp1"	0.0457114618100762	5.77393131991681	0.784940877038765	0.441517175583937	0.621278355570076	-6.10813069527732	"NO"
"Mrps16"	-0.060029320904663	3.97683887161451	-0.784872264757946	0.441556508210964	0.621278355570076	-5.77967269586209	"NO"
"Tcea1"	0.0264979462138832	6.75279787028022	0.784726107182008	0.441640301589455	0.621315793962117	-6.15282227999365	"NO"
"Ikbkap"	-0.0340544171102817	5.09890086623741	-0.784440097144446	0.441804301884943	0.621344171464727	-6.01998403856714	"NO"
"Atm"	0.0954330115677644	4.10491437719295	0.784416222818049	0.44181799329695	0.621344171464727	-5.80960576834952	"NO"
"Tusc3"	-0.0276180293601138	6.40178118534198	-0.78439173678847	0.441832035778783	0.621344171464727	-6.14798992136454	"NO"
"Eps15"	-0.0334629591486966	7.22006165957464	-0.784204109304721	0.441939647293437	0.621415072841102	-6.15519836382559	"NO"
"1110017D15Rik"	-0.0682347978522131	4.36557849343668	-0.784077554198965	0.442012240577602	0.621436722809996	-5.87145977931089	"NO"
"Sgsm2"	0.0447540067464773	4.96799939547786	0.783731200278034	0.44221095018754	0.621573291157237	-5.99776484963109	"NO"
"Dusp1"	-0.0791068342295098	7.07347816506393	-0.783708813587597	0.442223795733588	0.621573291157237	-6.15623233087242	"NO"
"Ttc33"	-0.0474006119047514	4.79993622698353	-0.783591919966921	0.442290873350469	0.621587160645821	-5.96657920429252	"NO"
"Cers2"	0.0285960360018969	7.94225049883984	0.783464517752214	0.442363988289765	0.621609510187312	-6.13817323114457	"NO"
"Cdip1"	0.0314928000134342	6.15345784163088	0.78305098276368	0.44260136336663	0.62186264230938	-6.13972903940681	"NO"
"Ccdc102a"	-0.0473607562139513	3.96674109746291	-0.782869178967736	0.442705746158306	0.621869432466348	-5.77887451131287	"NO"
"S100a6"	-0.0617201801565477	7.46693563766987	-0.782843191338006	0.442720668212351	0.621869432466348	-6.15159577561785	"NO"
"Lrguk"	-0.106165880066806	3.40213893882443	-0.782443856443986	0.442950004524495	0.622111142600651	-5.65416049674172	"NO"
"Ldlrap1"	-0.0356185274002012	5.99846527675979	-0.781907849936093	0.443257945495053	0.622463174073123	-6.13028518102384	"NO"
"Suco"	-0.0375210426672759	5.58555661784301	-0.781787255402822	0.443327246350549	0.622480037683991	-6.09110535610345	"NO"
"Lifr"	-0.0576580921659557	7.31204638996866	-0.78097358834336	0.443795002183732	0.622980956321319	-6.15636688529372	"NO"
"Slc35b4"	0.0368346297270588	5.21878555768523	0.780921682234665	0.443824851920448	0.622980956321319	-6.04221402048209	"NO"
"Ttc4"	0.0382107838289354	5.16306577077179	0.780787423935897	0.443902065791769	0.622980956321319	-6.03340296428318	"NO"
"Meox2"	-0.0835399038379334	4.42759764516956	-0.780767801753047	0.44391335148087	0.622980956321319	-5.88840018276688	"NO"
"Snai1"	0.0579229224158393	4.37388532786971	0.780420293101674	0.444113250093191	0.623180997321777	-5.87614877452373	"NO"
"Clec3b"	0.0511236592797477	6.56579819235956	0.780310881861803	0.444176198534198	0.623188842597374	-6.15380103967877	"NO"
"Gramd1c"	-0.050824253167375	3.82055838496035	-0.779472704626688	0.444658615323205	0.623772940512486	-5.74812940318674	"NO"
"Pes1"	0.0236728741984837	5.9129533612798	0.779388087029184	0.444707335224088	0.623772940512486	-6.12523903999445	"NO"
"Brwd3"	0.0802633605739373	4.1677357139266	0.778984591296608	0.444939699198813	0.624018307963741	-5.82851961187103	"NO"
"Mrps36"	0.04028645337337	4.19649375978671	0.777950244786209	0.445535695583343	0.624702203891227	-5.83616004577964	"NO"
"Arl3"	-0.0389165464397587	5.25926785585802	-0.777938741573895	0.445542326548837	0.624702203891227	-6.05090216737491	"NO"
"Myo9a"	0.0506151560926922	6.11080795319387	0.777813217546055	0.445614688135515	0.624723043431274	-6.14128684739089	"NO"
"Rab2b"	-0.0503106711706955	3.93022554064029	-0.777645391316992	0.445711447170795	0.624778076830175	-5.77441862902324	"NO"
"Rp2"	0.046466128630092	5.31843508417365	0.77698036658937	0.446094989013229	0.62523504329576	-6.06028449627614	"NO"
"Map3k5"	-0.0325783191296978	6.0220384850549	-0.776267512806191	0.446506339746454	0.625730863065293	-6.13643671542186	"NO"
"Evpl"	0.0706803129464726	4.63456844367738	0.776113289318603	0.446595364604826	0.625774907974134	-5.93812131995715	"NO"
"Lyrm2"	-0.0491791766724576	3.9333283764684	-0.776005454134319	0.446657618461133	0.625781434504219	-5.77635875404235	"NO"
"Fam160b2"	-0.0354132245169279	4.80884271799202	-0.775734230179399	0.446814221036599	0.625920127844591	-5.97435712996429	"NO"
"Cyp27a1"	-0.0395628501862815	4.9903211797284	-0.775601078929037	0.44689111380852	0.625947138266027	-6.0080280569921	"NO"
"Tmem259"	-0.0319986621672541	6.88197407490067	-0.775096061372725	0.447182827122741	0.626274995706184	-6.1618949554997	"NO"
"H2-T24"	0.0660079838628027	4.9240766380712	0.774440970044896	0.447561400952355	0.626724400225201	-5.9968280052592	"NO"
"Trak1"	0.0366715074694417	7.08976035887922	0.774306915121035	0.447638894719402	0.62675213803174	-6.16351440725496	"NO"
"Coq10a"	-0.0373096482721307	4.36629517052393	-0.774146587846905	0.447731586633955	0.62680114531348	-5.87919654622575	"NO"
"Fam175b"	-0.0319313767276377	5.24180346391392	-0.773743558284211	0.447964646691963	0.626979245602724	-6.0514054583158	"NO"
"Clu"	-0.0539759551910324	7.86993516743449	-0.773727008605893	0.447974218464238	0.626979245602724	-6.14792934338654	"NO"
"Pogk"	0.0497031071470042	4.75892258918151	0.77359310363986	0.448051669146079	0.626979772448702	-5.96594961632694	"NO"
"Pigc"	0.0368370848757342	4.76951853237728	0.773456659163055	0.448130597092915	0.626979772448702	-5.96821380760409	"NO"
"Cyp2f2"	0.0688890169465921	11.9239243821164	0.773427070689813	0.448147714020858	0.626979772448702	-5.95486373347776	"NO"
"Oxr1"	0.0285147603367975	6.78196067784168	0.773308819473552	0.448216126320079	0.626994748611776	-6.16204030623876	"NO"
"Tmx3"	-0.0317915826103992	6.67501403166029	-0.772770435044203	0.448527680384686	0.627239343557083	-6.1610247156637	"NO"
"Cfb"	-0.0848167450283954	6.05310229859993	-0.772763754732372	0.448531546999438	0.627239343557083	-6.14134172979163	"NO"
"Mettl24"	0.0536834317706711	3.70453997939494	0.772707394908402	0.448564169299451	0.627239343557083	-5.72717181562913	"NO"
"Nrxn2"	-0.101789034747329	3.83559150346621	-0.771799838435708	0.449089682225852	0.627893372459642	-5.75718301069822	"NO"
"Sema3a"	0.105225011265963	6.16170669062122	0.771594586914526	0.449208583434565	0.627978803270271	-6.14872356006167	"NO"
"Rad21"	-0.0240894016417368	7.41405110278094	-0.771028475059752	0.449536628759491	0.628356551070613	-6.16195879825234	"NO"
"Smpd2"	-0.0323601106381419	5.11025358406481	-0.770305045501708	0.449956047583706	0.628861905968223	-6.03274498762881	"NO"
"Capza2"	-0.0254626558957156	7.16261549463717	-0.769332077591059	0.450520515702759	0.629569826766621	-6.16706764249207	"NO"
"Pnisr"	0.0506278612510878	7.7332719042679	0.768708995284134	0.450882223753193	0.62985814564796	-6.15559569782954	"NO"
"Ehbp1l1"	-0.0368188826648268	6.19628821723284	-0.768683846322555	0.450896826789032	0.62985814564796	-6.15311233900681	"NO"
"1110065P20Rik"	-0.0600922751818826	3.53296666405036	-0.768677088673138	0.450900750745498	0.62985814564796	-5.69252363492063	"NO"
"Tuba1a"	-0.0358717240488495	9.10708922042404	-0.768422467055083	0.451048616727802	0.629944024842426	-6.09763678855702	"NO"
"Cbx1"	0.0320895930909364	6.15701173610151	0.768371552035792	0.4510781880602	0.629944024842426	-6.15123733779092	"NO"
"Sulf2"	-0.0448212977467879	5.69874496227248	-0.767670725429998	0.451485346470613	0.630431601259891	-6.11398543311628	"NO"
"Ecm1"	0.0489189947837891	6.87831461406267	0.767428194421182	0.451626301463151	0.630547386969563	-6.16768217081956	"NO"
"Cr1l"	0.0295460517947435	6.51112805855417	0.767250788300509	0.451729423894198	0.630553353034575	-6.16309094056614	"NO"
"Tgfbr1"	0.0327297324063496	6.00888357478079	0.767209105362411	0.451753655382318	0.630553353034575	-6.14237693946288	"NO"
"Zfp146"	0.0464650537731153	5.35103882363332	0.767121336582561	0.451804680476224	0.630553353034575	-6.07248280666767	"NO"
"Grb2"	-0.0284076671412334	6.52339171527176	-0.766663636469973	0.452070824920997	0.630843759666919	-6.16373488231956	"NO"
"Nme1"	-0.0687625147469522	4.28774919076718	-0.765999007732982	0.452457464229173	0.631222707443523	-5.86674691250639	"NO"
"Arap2"	-0.0694840724390708	6.47823105910177	-0.765964792612569	0.452477373874392	0.631222707443523	-6.16356555463714	"NO"
"Ext1"	0.0455031838343238	5.76386079036455	0.765897256417339	0.452516674484823	0.631222707443523	-6.121801232322	"NO"
"Serpine1"	-0.110974215789422	4.3415110496854	-0.765630291838264	0.452672046598258	0.631358380781781	-5.87957552484563	"NO"
"Dynlt3"	0.0348211433330476	7.1011480463901	0.765420708234199	0.45279404595145	0.631447479047941	-6.17029895544885	"NO"
"FRMPD2"	0.0690147394409584	4.110852771759	0.76517013484075	0.452939931801438	0.631512388584867	-5.8255117498431	"NO"
"Copg1"	0.0227113267685528	7.13189516401695	0.765141100037698	0.452956837942188	0.631512388584867	-6.17044917334585	"NO"
"Nr1h3"	0.0484419157747773	5.71326634421016	0.764469897265122	0.453347767001789	0.631919406761548	-6.11783442562929	"NO"
"Mtif3"	0.0512844735316609	4.16549148035468	0.764440151288326	0.453365096705593	0.631919406761548	-5.83894083155028	"NO"
"Adap2"	0.115788256792603	3.46364557221636	0.764141928870672	0.453538860266245	0.632080517803073	-5.68069023318174	"NO"
"Pold2"	0.0404217137570893	4.3766549874107	0.763894664282053	0.453682963144848	0.632200255812335	-5.88926593825856	"NO"
"Gt(ROSA)26Sor"	-0.0441354165544245	4.51528385456859	-0.76378083278	0.45374931213069	0.632211628148236	-5.92125597342235	"NO"
"Usp25"	0.026211904348922	6.60584754348961	0.763029642959674	0.454187305767786	0.632740745886266	-6.16756776880556	"NO"
"Nsmce4a"	0.031635277612633	5.77025040803029	0.762881490026419	0.454273719024937	0.632779994513582	-6.1247091182255	"NO"
"Fgfbp1"	0.0826430574005785	4.1278818902727	0.762748107013356	0.454351525943005	0.632782676284097	-5.83127454948118	"NO"
"Myh10"	-0.0471633802082501	7.83880694897549	-0.762678513914474	0.454392125206491	0.632782676284097	-6.15727732886527	"NO"
"Cox5a"	-0.054448116411038	5.64942879639931	-0.76193684351092	0.454824937844565	0.633242719023303	-6.11320618872577	"NO"
"Klf5"	0.0740490930131146	3.93628318385377	0.761912683639981	0.454839040888896	0.633242719023303	-5.78741129672358	"NO"
"Rac1"	-0.0334290847183727	8.53417903797764	-0.761791356181773	0.454909868388723	0.633260181940227	-6.13133503969956	"NO"
"Rnf113a2"	-0.0506038302575225	3.71797464497925	-0.761528975258154	0.455063061702237	0.633392283550449	-5.73842311672856	"NO"
"Rab11fip1"	0.077769408542891	7.30461780528996	0.76121350944061	0.455247290420011	0.633523905075765	-6.17159633416714	"NO"
"Cbfa2t2"	0.0286420378047092	5.00363341172506	0.761167363310273	0.455274243058589	0.633523905075765	-6.02131753646077	"NO"
"Nup133"	-0.0395710862434919	4.76191103700748	-0.760921492381682	0.455417865535401	0.633642605844811	-5.9761695561651	"NO"
"Lrrc20"	-0.0824153904438831	3.79615254335917	-0.76080160907848	0.455487903833141	0.633658908469536	-5.75642527963358	"NO"
"Grrp1"	0.0649853813854926	3.97783820321399	0.760571620360623	0.455622286227122	0.63375801144957	-5.79797217051763	"NO"
"Acer3"	0.0268250007006321	6.03423638563549	0.760480042746054	0.455675801697565	0.63375801144957	-6.14940718821753	"NO"
"Acsm1"	-0.1093276920733	4.08053103185979	-0.760252722956648	0.455808657639916	0.633769994306978	-5.82203861553913	"NO"
"Mcur1"	-0.0279586846434663	5.68262527633655	-0.760208167495826	0.455834700607394	0.633769994306978	-6.11796830111476	"NO"
"Icosl"	-0.0762271996007904	4.9062864315803	-0.760165892500058	0.455859411459644	0.633769994306978	-6.00443338118516	"NO"
"Tanc1"	0.0422699752109708	6.65564010034188	0.759749989477397	0.456102560954455	0.634026909515117	-6.17069649180639	"NO"
"C1qtnf5"	0.0893966941753606	3.80744972259521	0.759645871653991	0.456163443654912	0.634030422836206	-5.7597383104856	"NO"
"Capza1"	-0.0293136775838443	6.99814435677667	-0.759358270708106	0.456331643291256	0.634183078071053	-6.1747970154788	"NO"
