""	"LU1"	"LU2"	"LU3"	"LU7"	"LU8"	"LU9"	"LU13"	"LU14"	"LU15"	"LU19"	"LU20"	"LU21"	"LU25"	"LU26"	"LU27"	"LU31"	"LU32"	"LU33"
"Tmem5"	29.2245704	28.25725157	29.39886637	27.85646175	31.45105695	25.46869557	27.05289425	28.69894872	35.41389108	27.27854655	27.99963894	31.44312398	29.31847674	30.69176863	25.73723208	30.89456716	28.14783406	26.33364327
"Mrpl53"	22.06743259	23.30908318	22.32526121	21.07387539	22.360075	19.95680399	24.34845239	23.52054166	21.79788835	26.66125717	22.1937784	22.83312245	24.01620953	23.97113165	20.07459165	20.82753407	17.45036304	23.57891426
"Ptprz1"	9.40706928	11.6062621	9.10103594	9.489019849	10.88223715	10.95099317	10.3473683	6.267864934	9.271935149	8.431114639	11.99333584	10.11958342	12.86071328	12.56127828	10.18170556	12.94332825	12.82244627	10.66182151
"Bfar"	32.49967666	35.43714748	35.03534796	36.98178873	39.74827572	41.0210556	37.46806783	39.18899281	36.59451955	42.37850285	42.45986428	41.36402934	40.64627199	40.61920079	40.54987935	37.6792257	37.11960108	38.92389371
"Nt5dc1"	20.36825991	18.31934968	23.10262969	22.88154954	22.4046059	20.11473226	24.04968537	23.95111673	23.85452703	17.81320765	20.72617533	22.37449179	20.85854649	20.84846726	18.37491012	21.47882755	21.73897814	23.22300612
"Gm973"	11.48413883	14.35787344	13.52161912	21.35886334	17.38764408	14.2655371	15.36213383	13.11104114	13.24562164	11.46394552	12.18256107	11.60502686	13.35736885	14.46189702	12.18284533	16.17750347	15.50529657	15.03711891
"Ube2j2"	32.65236226	37.29862566	34.03171372	36.54764227	38.45131344	35.84646761	36.9411643	35.13577349	33.71708662	33.94244989	33.89536564	39.13462631	37.76260879	34.38246932	35.12831189	34.05704586	33.4732919	33.37172673
"Slc16a12"	10.11542143	12.37361827	13.83973533	15.96313373	13.44276354	16.63706078	14.16141532	10.81100723	16.9060042	15.62623958	13.82799789	13.89508549	12.48748107	16.917042	12.5685621	14.730921	12.90135363	14.44393867
"Slc36a1"	24.31354692	29.90962519	28.38627111	33.69268499	29.28574225	32.6742541	30.4339763	29.69332884	33.31816696	32.07223946	30.07795221	32.93970824	28.80009866	29.74053812	32.7831165	28.13877032	30.56713377	33.23054983
"Mis12"	23.90565823	24.33797992	28.01662904	25.2446011	25.63643551	23.47476993	24.51090254	22.94038566	22.36245583	27.71241279	31.09306016	30.74187089	26.97491413	29.72518579	26.7665903	25.68120685	24.2434978	26.10704842
"Tmem221"	11.36962463	11.92535437	12.74145032	16.47090736	11.88418226	8.676306161	10.0648463	15.35172716	11.57053132	8.853693308	9.397975684	7.828905854	9.651706129	9.733378676	11.86640779	10.34478174	10.45522542	10.9412094
"Cdkn2aipnl"	31.48977043	31.42962987	29.5993692	32.33883353	31.5334391	28.75984272	33.72606392	29.82534763	30.55488833	34.56961589	33.18529636	36.79629077	30.58430664	32.63905846	30.45477282	29.31121908	28.60391861	32.41729973
"Smarcd1"	29.84894547	31.0843196	30.92840048	31.83042518	29.55849397	30.37032112	31.95959511	36.71454874	31.27703838	29.4605763	28.88501052	28.04207744	26.70683861	26.24082045	31.05066778	29.23169018	28.2093818	33.06801845
"Hmgcll1"	19.03934983	19.64943371	21.62574159	14.53375094	20.005504	18.79216424	15.27243309	14.50390002	14.57080421	15.95992858	16.86066452	17.04670132	18.27899844	20.10602847	18.7311364	18.31815632	19.74498911	19.9468717
"Higd1b"	13.06007242	18.57641399	18.1723885	16.09007714	17.2217665	17.12514362	23.34267406	18.13744491	21.74515403	21.41112286	17.94601997	21.51602927	16.85962989	19.80450866	17.2964011	19.6701476	16.0576481	18.71542953
"Dis3l"	25.68880799	27.91258075	28.98497926	25.62162303	24.81539715	26.12510525	23.06015206	23.84998306	23.83467411	26.56319634	30.10516521	29.91126043	31.38458365	28.0947681	29.52090759	26.825941	27.80379796	26.32415238
"Dnajc11"	41.87948065	41.15075365	42.17952115	41.31182842	40.24924828	43.67334065	38.8333554	42.14548717	44.53320689	41.13686936	45.80959393	44.03720859	43.26926506	43.02644649	46.60057707	41.01281203	44.01689357	45.37235602
"Rab11fip4"	13.76896987	15.05552809	16.32249794	22.56419101	18.72190099	20.63466072	16.70411333	19.72288166	20.31822523	15.55569223	15.91643693	16.83812031	15.08233362	19.86653208	15.83217532	17.08063846	18.58268368	18.06174492
"Zfp810"	15.62300938	16.91380896	17.09258559	17.29603952	21.56965164	18.88120199	20.51816035	21.58931255	19.01289559	13.36872416	16.04237614	16.18514413	15.32918032	14.73271216	14.74851717	19.42975343	19.15397297	17.40983984
"Recql5"	23.70007797	24.05533706	23.0561444	25.09099958	24.70796637	27.03757969	24.79978128	26.32321595	24.5803995	18.55959869	20.11356655	23.87540859	21.34730297	21.44352366	23.11445169	24.25571159	24.52204079	28.15885884
"Ecd"	29.60628441	28.36659982	30.49491113	26.16113252	25.48280392	22.26983572	24.82591457	26.73077857	23.97798739	26.63021633	25.76374344	28.88011511	32.43269476	27.60349347	28.54070018	28.78946131	28.00185544	28.1932633
"Popdc2"	17.47704889	13.50738702	14.86353187	12.34080354	12.54824921	12.96571595	12.81943581	13.31451966	13.49440357	8.783145951	9.835282162	10.98609209	17.8470167	13.50084102	12.88406344	16.12327922	14.44714885	12.54576193
"Hap1"	17.20766786	18.76825304	18.34488814	18.75208043	22.51593313	23.3746837	17.05726584	19.71198103	19.0153772	17.53101822	15.41014868	16.92786585	15.62539637	14.70753434	17.39002168	20.87633589	18.50377631	19.59096356
"Gm16211"	19.40088753	19.77924479	16.99345431	18.21066679	20.97906066	21.57963069	19.22986003	23.60653556	19.89697104	18.43543534	20.55783449	21.83478067	19.1952934	18.4461343	17.3446157	19.66111022	16.95640295	18.12046976
"Nme3"	23.29927825	22.16316463	20.90605967	18.15925471	17.58191011	16.67670533	22.47956935	20.64095734	19.93295446	20.95609241	20.94767644	21.13847906	18.55744152	22.48072723	17.87544435	20.6811286	17.72811695	19.10514895
"Upf3a"	30.24047499	29.06361501	32.56770707	28.66382183	31.4271216	28.43358761	28.35673328	33.11007221	28.69926049	31.49939492	33.12960465	34.23575764	33.69457511	29.81361523	29.29902683	30.63670073	28.9211262	29.51071659
"Wnt11"	11.69135501	14.35659451	13.35752044	16.47090736	15.11267205	16.55517205	17.62301614	13.53192676	17.2788669	15.97897637	13.57485377	14.76159417	15.7275909	17.47095415	13.17615963	14.19349844	10.45522542	14.08209873
"Mfsd11"	28.52712436	28.78928518	29.91356496	34.20172806	28.37508547	27.71933589	31.40373307	30.92146701	29.40652085	31.26517769	31.28734828	35.43153961	31.66944475	32.77784355	31.09560565	27.33805891	28.59760602	29.16133344
"Cd209a"	8.491500946	12.24572558	13.52553957	10.69498224	11.55020055	8.156377702	10.2767378	6.207305853	5.800775754	12.16941909	9.144831558	8.324672601	13.20629867	10.8387466	9.525893436	10.81472523	12.82402442	10.88485728
"Xlr4a"	1.657184137	2.179291528	2.471001266	1.304343531	3.129408555	4.462286	1.02202334	2.738481665	1.62731923	0.983430157	2.030215892	1.659364107	0.794352694	1.242310729	7.392280547	2.365382243	1.571834645	0.326842308
"Csnk2a2"	22.60292282	23.24449737	28.0311907	24.15098363	22.68348062	23.36558495	24.40283787	27.34363647	23.42024435	26.34943785	28.19392705	29.74476698	26.467891	25.65006271	24.92600981	23.05133077	22.5028014	23.62162324
"Gpnmb"	19.00335965	15.50698931	15.30710236	20.15226623	15.05923498	13.68126749	19.17618085	17.10794052	15.94437827	13.19235577	18.60735899	17.85441119	14.25737193	15.32101354	13.78703388	16.53839597	14.71306666	15.39302705
"Naa40"	23.58665437	25.2907805	23.04662332	32.71902904	24.79814143	29.15108888	25.81121005	27.70577978	26.83742862	23.88028036	24.77648135	28.13058511	25.89570034	27.60349347	23.19449728	24.6087717	24.65855053	25.29913694
"Jarid2"	34.00362988	32.64652887	31.37813167	35.38737951	34.8804924	37.42575031	32.30780347	36.56860136	33.90382817	32.4553116	33.44666767	30.08889471	32.41393441	32.45851503	33.72681189	28.16648494	35.94230325	27.73354861
"Tmem39a"	29.51685427	27.81985855	33.20281937	29.22872	30.8454368	29.18683396	27.48091508	23.14446976	28.63039567	30.34171279	30.27350605	27.5234101	27.84480191	28.62780108	27.1420088	28.49544538	30.49769529	27.26552941
"2410004I01Rik"	9.406523974	9.112354541	9.045029565	3.332264495	10.10294651	6.856556554	7.027734785	9.840850742	8.778714109	11.11120873	9.144831558	10.98732996	10.73832532	7.841971337	9.525893436	10.75447607	8.324726657	10.23235902
"Tmem106c"	23.31127498	24.46011744	21.53613139	24.15098363	22.01496058	21.15783873	22.42518386	18.26098543	17.77456956	17.5154978	19.59715253	19.03224405	20.26710179	19.80450866	17.25146323	22.14096588	19.29284993	21.81776215
"Kansl2"	46.87502651	46.45510318	48.30549845	52.75641149	46.43959914	50.74696734	50.8878629	50.65948844	48.45291824	54.70947538	52.25337767	50.96185075	51.42902971	48.85112137	48.60218494	49.34346417	44.62211303	50.55912398
"Ppp1r36"	10.49713545	11.92599384	12.52022514	11.72258914	14.72302673	12.83703366	12.81943581	9.235259927	10.08156214	8.218767095	10.15740806	11.79070729	10.78720097	15.32162763	8.730118554	10.39298107	9.902873891	10.29167704
"Gm42641"	15.36289855	11.05952083	13.91198355	10.75654979	12.79316913	12.83313419	7.209961476	10.43190738	11.53764991	15.44211098	14.1659453	10.37272774	14.1324675	12.50048305	17.29312438	11.60519429	11.10936745	14.2031075
"Pank4"	29.3101834	31.55752257	30.78446409	27.70793796	28.24928569	31.42317625	30.2651694	29.6430648	29.00387877	31.99322642	31.29620832	33.26712473	33.10214302	27.91054011	29.74793749	33.22560737	26.94686401	30.40345284
"Gm42429"	14.83776912	18.33086002	14.52749362	15.89712315	17.64147018	14.27268611	18.24385824	13.83108862	12.72882526	11.77576484	11.86613091	16.24641867	11.8180328	12.48574481	12.11122559	16.33174133	12.64174841	16.44058334
"Eya1"	7.343087063	9.093170637	11.11726544	5.744189273	7.871392099	5.881690694	6.392766587	6.025628608	5.158657796	4.687166401	5.127434276	4.920531389	7.528824474	7.707484906	9.010980277	9.910987747	11.02572565	10.11372297
"Mul1"	31.84530977	32.07293013	32.73628626	36.46449434	30.36450315	30.18834616	33.16101992	32.91386079	34.33935165	37.14600537	34.7155526	38.04344432	34.48349717	34.60722746	36.34865608	32.20317903	32.54928669	36.21306005
"0610007P14Rik"	26.07542976	29.22731766	24.88475255	24.58005235	26.65619297	24.5796179	28.58628241	26.42253285	23.6876384	24.98505197	25.64223426	30.18854321	22.49612753	25.05193584	22.81580206	24.3057184	21.11166462	24.59681154
"Tmem11"	27.27891952	28.23231249	29.14739775	26.87645863	24.77698926	26.93424391	27.41522871	25.4033235	28.56773488	28.88914271	29.20333926	30.79138567	32.23028046	29.73930994	23.66400446	25.63361001	24.28137334	28.73009141
"Coq7"	19.52576255	15.79666626	13.36144089	18.18210452	15.80846727	18.05646547	21.17219879	17.95576766	17.24412429	15.5190076	17.18279042	17.48985861	16.83790738	16.24399576	12.70805676	18.04643258	12.90056456	16.82555731
"B130024G19Rik"	7.240024278	11.4662196	11.21415647	10.50329769	15.04309253	13.91328557	10.11640657	14.30344946	15.01501335	9.480153839	7.636092566	7.248963978	9.860538441	9.952609981	10.69287389	10.71832657	12.38451042	10.51945825
"Wt1"	14.58638318	6.106876201	4.284487689	3.713094724	4.926230116	5.361762234	5.261972276	3.118792697	3.38120084	3.915378316	4.461665224	3.063727091	10.19476888	6.4172749	5.50020874	5.812237009	5.329403208	4.596553626
"Wdsub1"	27.6377307	26.29154084	29.95949019	27.3855017	29.36367131	30.58089214	28.28469017	30.93479001	32.82060309	24.9335524	28.19455991	25.22406745	26.59032696	26.99062836	25.89498275	25.69687164	24.81873247	26.63616518
"Plpp5"	24.18103763	29.12756136	26.29499307	26.4994367	25.19390975	24.53412416	23.06085837	24.13279397	26.58430386	23.03159565	19.14212596	25.59666618	21.04466891	24.10500398	20.19863891	27.56399328	25.2124802	26.7227695
"Angptl7"	6.95319346	5.556937611	3.364302947	3.450321866	5.016405176	6.404868706	9.658014619	6.724480409	8.326439721	9.946471869	10.98518936	9.721608368	9.377212594	8.616957071	7.514455397	6.040581347	3.687341011	4.186072904
"Gpatch2"	23.14822856	22.60439443	21.83240511	23.51436243	22.6801408	26.35322386	22.70770586	24.66692507	26.39880311	23.8845132	23.44747469	23.17910698	24.56124706	25.08571097	25.39458078	27.7501632	28.21332717	27.96785481
"Polr2k"	19.16749668	22.73292659	21.92649582	20.72351158	23.69210536	20.89462495	24.11254652	20.19645368	21.61983246	21.3405755	20.7426297	22.43638526	22.45959422	25.02430164	21.64975781	27.28202718	17.39907325	24.23141252
"Eif2b4"	27.12350739	25.08295487	28.4792417	25.74856644	25.18945666	26.67882906	30.54133466	28.79644884	26.46394551	29.61507501	27.94078293	27.73384792	29.94151782	28.21758676	26.89485048	25.21427582	25.67882271	28.4690921
"D630045J12Rik"	16.14813881	18.69983045	20.35775726	16.53755265	17.32530083	18.82530968	17.24867449	18.48868758	18.44956892	17.43719024	19.59335537	19.45992797	18.5139965	17.10434046	22.67256258	16.67214912	22.23136008	19.13243524
"Itgbl1"	12.56929725	14.67568679	10.78122719	14.82064304	12.05117311	10.3010826	10.7005208	10.80979605	9.647279462	13.15708209	14.52414424	11.34136065	10.38879039	11.51424922	11.06641999	13.70668518	11.55992849	10.58826716
"Ngrn"	34.27301091	35.13851804	33.46380907	34.49687149	33.98263826	29.27847135	37.11420902	32.91628315	28.8791776	31.29762948	30.40893816	30.91579156	34.73133126	33.19174242	31.8375487	33.04666735	29.78752903	36.80505392
"Ddx18"	36.83158544	34.62822618	34.24565807	33.79995217	32.4797206	33.82784537	35.56175062	33.27721528	36.01568279	32.69587809	35.15285908	35.18829824	37.44467023	38.56014598	36.19792695	35.03368483	34.28288143	36.82403569
"Gm38279"	10.99009184	10.88111052	13.45161115	8.620726929	10.86665134	11.00688548	9.530879718	9.271595376	13.823838	11.40680216	11.28010226	10.0818284	11.6008077	13.41548205	12.78997476	13.34820265	14.47318828	17.34518319
"Rufy2"	22.03689547	23.56103179	24.42157983	22.11608078	27.13100363	25.33676372	22.53607375	26.3795359	28.79045985	25.61292345	21.94000142	24.7994782	23.28060635	24.12895362	25.76906308	25.44744009	28.71359984	26.07976213
"Rnf111"	41.25237905	36.98400963	40.4623657	40.33880719	36.98513377	42.53794688	37.04640374	37.71922391	38.55561604	39.75343569	38.06718083	40.88126022	40.40929915	39.52427245	38.54920768	36.6320952	42.95480048	40.83808632
"Zfp943"	22.66290646	23.50092223	18.40649515	17.93900789	24.75695036	22.631186	20.26530316	21.87151787	22.63729473	22.81289884	22.99624528	21.73265643	22.88120839	23.0512199	24.1091703	23.94362092	20.40781095	22.92226374
"Fam199x"	19.65827184	17.87300417	16.66189657	16.72479418	19.77171681	21.47954447	17.33766892	16.15413499	19.955289	23.809733	22.37161215	19.33490315	18.09386341	19.85732068	20.01139776	19.43035592	20.38650596	17.70642996
"St8sia6"	8.315912499	7.642228009	6.916787315	6.37890632	9.713301189	7.831422415	9.9235853	8.387432786	11.32236979	8.712598594	9.461261716	11.04798557	11.57809781	13.04948245	8.542877405	8.333062099	8.088004572	4.419192736
"Zfp523"	28.38316364	32.1330397	35.2000067	33.86215444	31.92197115	35.91275849	29.20147407	32.91386079	32.65805729	36.20067079	32.86949906	36.3624175	32.46182267	31.84073718	31.68120234	34.49746726	34.44306337	33.42570613
"Asl"	22.01399263	19.82017046	19.81449542	17.86791958	19.94984038	18.55494688	17.13990352	20.45382977	20.62842715	23.87886941	22.24630581	22.80774612	22.00194043	19.67861954	20.44813774	21.17758172	21.74055629	21.62023313
"Smarcal1"	31.96636764	27.21044986	33.31539218	28.90755318	31.56071428	31.89176177	30.16840562	29.04352989	34.12531233	32.04119862	31.14938473	27.82483133	30.55369764	33.34772212	33.15479018	29.48413419	32.59584204	31.40830016
"Asb8"	24.67508463	29.89555699	24.61480182	25.61083284	24.96791546	24.20916888	29.61748771	26.85916382	24.41040886	23.88028036	23.70315025	25.15969823	28.65890234	23.48906841	25.25414992	25.51552165	24.81636525	22.86709798
"Hpcal4"	4.880486352	3.996646729	6.468736315	9.171661326	4.425257562	5.166789062	6.533321283	8.811346357	9.399117932	11.25230345	9.271403621	6.901122639	4.714772048	6.601502887	6.376497316	5.392300325	3.669192318	4.181920643
"Tusc2"	31.84149263	36.64125721	33.71807802	33.00084341	31.44994368	31.80792331	31.36488629	33.80650165	30.69385878	35.13470022	33.81246093	34.74885456	39.65592301	33.38149725	31.97470285	34.42456577	30.37538888	34.30657878
"1110008P14Rik"	23.92856107	22.42150788	19.94218995	19.8456979	19.32919105	18.31707961	21.84883898	21.40642413	22.56967071	23.37939412	20.80971289	21.79888245	22.42454199	22.48502588	21.17463339	23.28268757	19.84125609	26.63675836
"Fbxw4"	15.7195285	23.37175061	21.2331369	15.11896005	14.05951642	17.67301824	21.89121728	17.97393539	19.18474745	18.25836147	19.98699448	17.97881708	20.47544041	18.78941245	16.71688975	20.83837892	19.60532308	19.65502702
"Eri1"	26.31100184	26.18602937	28.18296797	21.66352752	22.2353885	23.88421359	22.35384706	22.9379633	21.30838974	27.26655349	25.46756481	26.08810038	26.04232728	26.12291454	24.9250736	23.90927889	25.44683507	23.04505205
"Snrnp48"	16.71362086	18.83219939	14.14104963	13.86856747	16.22594439	16.93406991	13.52574082	13.05048206	16.22356	20.21181779	20.72617533	19.52739186	19.03188088	17.7687894	16.73467766	16.89928847	17.0834438	17.40983984
"Acbd6"	26.9250161	27.18678971	26.59182686	28.59654182	28.23536979	27.90586022	27.93365659	27.75362146	23.96992214	24.24359925	25.44035182	27.06477944	27.66509751	25.63471037	24.32777434	26.27586612	21.77843182	25.93621251
"Tmem116"	15.04989305	12.65690059	16.39194584	14.82191248	12.76533732	9.81819904	14.84723748	16.32248923	16.39603226	15.37509099	15.74493179	16.12201278	15.44174242	16.85440449	16.10929222	14.7236911	14.08496406	13.67458391
"Slc4a7"	18.51312979	14.93147218	14.36563519	19.79936356	17.2278895	19.46482169	18.11672334	21.16539898	17.40232726	15.62623958	14.46085821	15.44242241	17.15288377	14.58471568	16.40279272	14.189281	16.84672172	18.89279042
"Kctd7"	13.00554184	17.93695052	14.61038305	14.185926	14.41743347	11.40918012	12.6061317	14.74613634	11.81869285	14.70912394	13.51156773	14.20022033	14.48990153	14.89176233	17.53092064	12.98429769	13.76933461	12.07121774
"Fam175b"	39.83458413	39.16713794	35.98409595	35.00464513	35.15157422	38.3720201	36.90443644	33.63996418	35.82832083	37.77810969	37.24382956	32.21555456	37.05317136	35.03340821	37.47069866	36.55136132	35.86339588	37.22383916
"Eif3j1"	30.73506729	36.59649476	32.23726946	28.01069799	32.94228525	29.96672665	34.8949987	32.06845601	29.18999992	34.28531005	32.05437498	32.35481489	30.8790416	34.33395595	29.17732009	29.79019995	31.84464395	27.67482377
"Tram2"	32.90920127	30.15070292	31.1675477	31.38739268	30.03107808	32.32785177	32.79939176	31.27876559	32.04385751	30.65282663	32.37080514	27.14028948	33.59583642	32.39342114	33.25870902	26.53975746	33.41726767	30.51556391
"Trmt1"	37.01099102	39.19847165	40.45620499	39.49907654	39.68871565	40.86767671	41.80972469	41.98924474	37.72241371	36.72272123	35.15539052	39.8358794	38.51154169	41.08099894	36.93706139	37.83286107	37.90946377	40.60674603
